---TranskribusBaseLineEvaluationScheme--- 

Evaluation performed on 2019.09.30 at 08:58:38 
Evaluation performed for GT evaluation_output\gt_pages_simple.lst
Evaluation performed for HYPO evaluation_output\generated_pages_simple.lst
Number of pages: 1010

Loading protocol: 
   Everything loaded without errors.

1010 out of 1010 GT-HYPO pairs loaded without errors and used for evaluation.

Number of groundtruth lines: 88647
Number of hypothesis lines: 60505

Pagewise evaluation :
#P value, #R value, #F_1 value, #TruthFileName, #HypoFileName
    0.2438,     0.9674,     0.3895, ../../data/cbad-masks/complex/test/gt\StAM_00000317.xml, ../../demo/baseline_extraction_output\StAM_00000317.xml
    0.6632,     0.9384,     0.7772, ../../data/cbad-masks/complex/test/gt\StAM_00000419.xml, ../../demo/baseline_extraction_output\StAM_00000419.xml
    0.9072,     0.9461,     0.9262, ../../data/cbad-masks/complex/test/gt\UCL_001_363_001.xml, ../../demo/baseline_extraction_output\UCL_001_363_001.xml
    0.7595,     0.9324,     0.8371, ../../data/cbad-masks/complex/test/gt\UCL_001_549_001.xml, ../../demo/baseline_extraction_output\UCL_001_549_001.xml
    0.7557,     0.9116,     0.8264, ../../data/cbad-masks/complex/test/gt\UCL_001_690_001.xml, ../../demo/baseline_extraction_output\UCL_001_690_001.xml
    0.8443,     0.9520,     0.8949, ../../data/cbad-masks/complex/test/gt\UCL_002_136_001.xml, ../../demo/baseline_extraction_output\UCL_002_136_001.xml
    0.9039,     0.9491,     0.9259, ../../data/cbad-masks/complex/test/gt\UCL_002_451_001.xml, ../../demo/baseline_extraction_output\UCL_002_451_001.xml
    0.8385,     0.9315,     0.8826, ../../data/cbad-masks/complex/test/gt\UCL_002_614_001.xml, ../../demo/baseline_extraction_output\UCL_002_614_001.xml
    0.8430,     0.9343,     0.8863, ../../data/cbad-masks/complex/test/gt\UCL_004_067_001.xml, ../../demo/baseline_extraction_output\UCL_004_067_001.xml
    0.8765,     0.9097,     0.8928, ../../data/cbad-masks/complex/test/gt\UCL_004_220_001.xml, ../../demo/baseline_extraction_output\UCL_004_220_001.xml
    0.6319,     0.9029,     0.7435, ../../data/cbad-masks/complex/test/gt\UCL_004_491_001.xml, ../../demo/baseline_extraction_output\UCL_004_491_001.xml
    0.9194,     0.9147,     0.9171, ../../data/cbad-masks/complex/test/gt\UCL_005_204_001.xml, ../../demo/baseline_extraction_output\UCL_005_204_001.xml
    0.6665,     0.8862,     0.7608, ../../data/cbad-masks/complex/test/gt\UCL_006_057_001.xml, ../../demo/baseline_extraction_output\UCL_006_057_001.xml
    0.8971,     0.9264,     0.9115, ../../data/cbad-masks/complex/test/gt\UCL_007_015_001.xml, ../../demo/baseline_extraction_output\UCL_007_015_001.xml
    0.8901,     0.8660,     0.8779, ../../data/cbad-masks/complex/test/gt\UCL_008_160_001.xml, ../../demo/baseline_extraction_output\UCL_008_160_001.xml
    0.9328,     0.9438,     0.9382, ../../data/cbad-masks/complex/test/gt\UCL_009_041_002.xml, ../../demo/baseline_extraction_output\UCL_009_041_002.xml
    0.9303,     0.8867,     0.9080, ../../data/cbad-masks/complex/test/gt\UCL_011_136_001.xml, ../../demo/baseline_extraction_output\UCL_011_136_001.xml
    0.8583,     0.9234,     0.8897, ../../data/cbad-masks/complex/test/gt\UCL_013_143_001.xml, ../../demo/baseline_extraction_output\UCL_013_143_001.xml
    0.7172,     0.9671,     0.8236, ../../data/cbad-masks/complex/test/gt\UCL_015_561_002.xml, ../../demo/baseline_extraction_output\UCL_015_561_002.xml
    0.9677,     0.9222,     0.9444, ../../data/cbad-masks/complex/test/gt\UCL_016_129_001.xml, ../../demo/baseline_extraction_output\UCL_016_129_001.xml
    0.9449,     0.8640,     0.9026, ../../data/cbad-masks/complex/test/gt\UCL_018_065_001.xml, ../../demo/baseline_extraction_output\UCL_018_065_001.xml
    0.9378,     0.9532,     0.9454, ../../data/cbad-masks/complex/test/gt\UCL_019_025_001.xml, ../../demo/baseline_extraction_output\UCL_019_025_001.xml
    0.9653,     0.9434,     0.9542, ../../data/cbad-masks/complex/test/gt\UCL_019_383_001.xml, ../../demo/baseline_extraction_output\UCL_019_383_001.xml
    0.5908,     0.9734,     0.7353, ../../data/cbad-masks/complex/test/gt\UCL_021_114_002.xml, ../../demo/baseline_extraction_output\UCL_021_114_002.xml
    0.7413,     0.8309,     0.7836, ../../data/cbad-masks/complex/test/gt\UCL_022_007_001.xml, ../../demo/baseline_extraction_output\UCL_022_007_001.xml
    0.9016,     0.8562,     0.8783, ../../data/cbad-masks/complex/test/gt\UCL_023_003_002.xml, ../../demo/baseline_extraction_output\UCL_023_003_002.xml
    0.8345,     0.7955,     0.8145, ../../data/cbad-masks/complex/test/gt\UCL_026_114_001.xml, ../../demo/baseline_extraction_output\UCL_026_114_001.xml
    0.9463,     0.9676,     0.9568, ../../data/cbad-masks/complex/test/gt\UCL_027_144_002.xml, ../../demo/baseline_extraction_output\UCL_027_144_002.xml
    0.6235,     0.9318,     0.7471, ../../data/cbad-masks/complex/test/gt\UCL_028_095_001.xml, ../../demo/baseline_extraction_output\UCL_028_095_001.xml
    0.6467,     0.9456,     0.7681, ../../data/cbad-masks/complex/test/gt\UCL_028_147_001.xml, ../../demo/baseline_extraction_output\UCL_028_147_001.xml
    0.9670,     0.9095,     0.9374, ../../data/cbad-masks/complex/test/gt\UCL_031_127_002.xml, ../../demo/baseline_extraction_output\UCL_031_127_002.xml
    0.7528,     0.9317,     0.8327, ../../data/cbad-masks/complex/test/gt\UCL_033_075_003.xml, ../../demo/baseline_extraction_output\UCL_033_075_003.xml
    0.7467,     0.9061,     0.8187, ../../data/cbad-masks/complex/test/gt\UCL_033_138_003.xml, ../../demo/baseline_extraction_output\UCL_033_138_003.xml
    0.8497,     0.7910,     0.8193, ../../data/cbad-masks/complex/test/gt\UCL_034_124_001.xml, ../../demo/baseline_extraction_output\UCL_034_124_001.xml
    0.9525,     0.9738,     0.9630, ../../data/cbad-masks/complex/test/gt\UCL_035_073_002.xml, ../../demo/baseline_extraction_output\UCL_035_073_002.xml
    0.9113,     0.9469,     0.9288, ../../data/cbad-masks/complex/test/gt\UCL_036_165_002.xml, ../../demo/baseline_extraction_output\UCL_036_165_002.xml
    0.9688,     0.9729,     0.9708, ../../data/cbad-masks/complex/test/gt\UCL_037_019_001.xml, ../../demo/baseline_extraction_output\UCL_037_019_001.xml
    0.8830,     0.8967,     0.8898, ../../data/cbad-masks/complex/test/gt\UCL_037_188_001.xml, ../../demo/baseline_extraction_output\UCL_037_188_001.xml
    0.8237,     0.9822,     0.8960, ../../data/cbad-masks/complex/test/gt\UCL_038_077_001.xml, ../../demo/baseline_extraction_output\UCL_038_077_001.xml
    0.8667,     0.9411,     0.9024, ../../data/cbad-masks/complex/test/gt\UCL_038_249_001.xml, ../../demo/baseline_extraction_output\UCL_038_249_001.xml
    0.1989,     0.4311,     0.2722, ../../data/cbad-masks/complex/test/gt\UCL_039_031_003.xml, ../../demo/baseline_extraction_output\UCL_039_031_003.xml
    0.8447,     0.8275,     0.8360, ../../data/cbad-masks/complex/test/gt\UCL_039_219_001.xml, ../../demo/baseline_extraction_output\UCL_039_219_001.xml
    0.9108,     0.8348,     0.8711, ../../data/cbad-masks/complex/test/gt\UCL_042_025_001.xml, ../../demo/baseline_extraction_output\UCL_042_025_001.xml
    0.9639,     0.8978,     0.9296, ../../data/cbad-masks/complex/test/gt\UCL_042_189_001.xml, ../../demo/baseline_extraction_output\UCL_042_189_001.xml
    0.8660,     0.8650,     0.8655, ../../data/cbad-masks/complex/test/gt\UCL_042_546_001.xml, ../../demo/baseline_extraction_output\UCL_042_546_001.xml
    0.9706,     0.9521,     0.9613, ../../data/cbad-masks/complex/test/gt\UCL_042_723_001.xml, ../../demo/baseline_extraction_output\UCL_042_723_001.xml
    0.9117,     0.9993,     0.9535, ../../data/cbad-masks/complex/test/gt\UCL_045_001_029.xml, ../../demo/baseline_extraction_output\UCL_045_001_029.xml
    0.7596,     0.9335,     0.8376, ../../data/cbad-masks/complex/test/gt\UCL_045_072_001.xml, ../../demo/baseline_extraction_output\UCL_045_072_001.xml
    0.8162,     0.8458,     0.8307, ../../data/cbad-masks/complex/test/gt\UCL_045_254_001.xml, ../../demo/baseline_extraction_output\UCL_045_254_001.xml
    0.8768,     0.7805,     0.8259, ../../data/cbad-masks/complex/test/gt\UCL_045_614_001.xml, ../../demo/baseline_extraction_output\UCL_045_614_001.xml
    0.8060,     0.9004,     0.8506, ../../data/cbad-masks/complex/test/gt\UCL_046_042_004.xml, ../../demo/baseline_extraction_output\UCL_046_042_004.xml
    0.8608,     0.8513,     0.8560, ../../data/cbad-masks/complex/test/gt\UCL_046_132_001.xml, ../../demo/baseline_extraction_output\UCL_046_132_001.xml
    0.7173,     0.8462,     0.7764, ../../data/cbad-masks/complex/test/gt\UCL_047_111_001.xml, ../../demo/baseline_extraction_output\UCL_047_111_001.xml
    0.7772,     0.8233,     0.7996, ../../data/cbad-masks/complex/test/gt\UCL_047_279_001.xml, ../../demo/baseline_extraction_output\UCL_047_279_001.xml
    0.9081,     0.7534,     0.8236, ../../data/cbad-masks/complex/test/gt\UCL_049_009_001.xml, ../../demo/baseline_extraction_output\UCL_049_009_001.xml
    0.9066,     0.8218,     0.8621, ../../data/cbad-masks/complex/test/gt\UCL_049_196_001.xml, ../../demo/baseline_extraction_output\UCL_049_196_001.xml
    0.8380,     0.9577,     0.8938, ../../data/cbad-masks/complex/test/gt\UCL_050_060_001.xml, ../../demo/baseline_extraction_output\UCL_050_060_001.xml
    0.8939,     0.9918,     0.9403, ../../data/cbad-masks/complex/test/gt\UCL_051_317_004.xml, ../../demo/baseline_extraction_output\UCL_051_317_004.xml
    0.8290,     0.9483,     0.8847, ../../data/cbad-masks/complex/test/gt\UCL_052_043_001.xml, ../../demo/baseline_extraction_output\UCL_052_043_001.xml
    0.9707,     0.8942,     0.9309, ../../data/cbad-masks/complex/test/gt\UCL_052_224_001.xml, ../../demo/baseline_extraction_output\UCL_052_224_001.xml
    0.8741,     0.8122,     0.8420, ../../data/cbad-masks/complex/test/gt\UCL_052_402_001.xml, ../../demo/baseline_extraction_output\UCL_052_402_001.xml
    0.9190,     0.9073,     0.9131, ../../data/cbad-masks/complex/test/gt\UCL_052_583_001.xml, ../../demo/baseline_extraction_output\UCL_052_583_001.xml
    0.9580,     0.8953,     0.9256, ../../data/cbad-masks/complex/test/gt\UCL_054_061_001.xml, ../../demo/baseline_extraction_output\UCL_054_061_001.xml
    0.9701,     0.9348,     0.9521, ../../data/cbad-masks/complex/test/gt\UCL_055_042_001.xml, ../../demo/baseline_extraction_output\UCL_055_042_001.xml
    0.9536,     0.9203,     0.9366, ../../data/cbad-masks/complex/test/gt\UCL_055_227_001.xml, ../../demo/baseline_extraction_output\UCL_055_227_001.xml
    0.9636,     0.9094,     0.9357, ../../data/cbad-masks/complex/test/gt\UCL_056_056_001.xml, ../../demo/baseline_extraction_output\UCL_056_056_001.xml
    0.9798,     0.9208,     0.9494, ../../data/cbad-masks/complex/test/gt\UCL_057_072_001.xml, ../../demo/baseline_extraction_output\UCL_057_072_001.xml
    0.9382,     0.9185,     0.9283, ../../data/cbad-masks/complex/test/gt\UCL_057_258_001.xml, ../../demo/baseline_extraction_output\UCL_057_258_001.xml
    0.8297,     0.8911,     0.8593, ../../data/cbad-masks/complex/test/gt\UCL_058_103_001.xml, ../../demo/baseline_extraction_output\UCL_058_103_001.xml
    0.9111,     0.8297,     0.8685, ../../data/cbad-masks/complex/test/gt\UCL_059_032_001.xml, ../../demo/baseline_extraction_output\UCL_059_032_001.xml
    0.9124,     0.9441,     0.9280, ../../data/cbad-masks/complex/test/gt\UCL_062_139_001.xml, ../../demo/baseline_extraction_output\UCL_062_139_001.xml
    0.8437,     0.9436,     0.8909, ../../data/cbad-masks/complex/test/gt\UCL_063_003_001.xml, ../../demo/baseline_extraction_output\UCL_063_003_001.xml
    0.9259,     0.7503,     0.8289, ../../data/cbad-masks/complex/test/gt\UCL_063_083_002.xml, ../../demo/baseline_extraction_output\UCL_063_083_002.xml
    0.8971,     0.9592,     0.9271, ../../data/cbad-masks/complex/test/gt\UCL_064_031_001.xml, ../../demo/baseline_extraction_output\UCL_064_031_001.xml
    0.9527,     0.9513,     0.9520, ../../data/cbad-masks/complex/test/gt\UCL_065_077_001.xml, ../../demo/baseline_extraction_output\UCL_065_077_001.xml
    0.9294,     0.8930,     0.9108, ../../data/cbad-masks/complex/test/gt\UCL_066_006_001.xml, ../../demo/baseline_extraction_output\UCL_066_006_001.xml
    1.0000,     0.0000,     0.0000, ../../data/cbad-masks/complex/test/gt\UCL_067_011_001.xml, ../../demo/baseline_extraction_output\UCL_067_011_001.xml
    0.6667,     0.8621,     0.7519, ../../data/cbad-masks/complex/test/gt\UCL_067_164_001.xml, ../../demo/baseline_extraction_output\UCL_067_164_001.xml
    0.9336,     0.8814,     0.9068, ../../data/cbad-masks/complex/test/gt\UCL_068_163_001.xml, ../../demo/baseline_extraction_output\UCL_068_163_001.xml
    0.9310,     0.9424,     0.9367, ../../data/cbad-masks/complex/test/gt\UCL_068_343_002.xml, ../../demo/baseline_extraction_output\UCL_068_343_002.xml
    0.8073,     0.9123,     0.8566, ../../data/cbad-masks/complex/test/gt\UCL_069_038_004.xml, ../../demo/baseline_extraction_output\UCL_069_038_004.xml
    0.8032,     0.9759,     0.8811, ../../data/cbad-masks/complex/test/gt\UCL_069_097_004.xml, ../../demo/baseline_extraction_output\UCL_069_097_004.xml
    0.8695,     0.9953,     0.9282, ../../data/cbad-masks/complex/test/gt\UCL_069_192_001.xml, ../../demo/baseline_extraction_output\UCL_069_192_001.xml
    0.7009,     0.9538,     0.8081, ../../data/cbad-masks/complex/test/gt\UCL_069_238_003.xml, ../../demo/baseline_extraction_output\UCL_069_238_003.xml
    0.8532,     0.8900,     0.8712, ../../data/cbad-masks/complex/test/gt\UCL_070_140_002.xml, ../../demo/baseline_extraction_output\UCL_070_140_002.xml
    0.6836,     0.8017,     0.7380, ../../data/cbad-masks/complex/test/gt\UCL_070_288_001.xml, ../../demo/baseline_extraction_output\UCL_070_288_001.xml
    0.8878,     0.9483,     0.9171, ../../data/cbad-masks/complex/test/gt\UCL_072_026_001.xml, ../../demo/baseline_extraction_output\UCL_072_026_001.xml
    0.9182,     0.9694,     0.9431, ../../data/cbad-masks/complex/test/gt\UCL_072_089_002.xml, ../../demo/baseline_extraction_output\UCL_072_089_002.xml
    0.6324,     0.9661,     0.7644, ../../data/cbad-masks/complex/test/gt\UCL_072_147_003.xml, ../../demo/baseline_extraction_output\UCL_072_147_003.xml
    0.9367,     0.9564,     0.9464, ../../data/cbad-masks/complex/test/gt\UCL_072_201_001.xml, ../../demo/baseline_extraction_output\UCL_072_201_001.xml
    0.9654,     0.9693,     0.9673, ../../data/cbad-masks/complex/test/gt\UCL_076_133_001.xml, ../../demo/baseline_extraction_output\UCL_076_133_001.xml
    0.9771,     0.9949,     0.9859, ../../data/cbad-masks/complex/test/gt\UCL_076_386_010.xml, ../../demo/baseline_extraction_output\UCL_076_386_010.xml
    0.9906,     0.8577,     0.9194, ../../data/cbad-masks/complex/test/gt\UCL_077_109_001.xml, ../../demo/baseline_extraction_output\UCL_077_109_001.xml
    0.9722,     0.8791,     0.9233, ../../data/cbad-masks/complex/test/gt\UCL_078_072_001.xml, ../../demo/baseline_extraction_output\UCL_078_072_001.xml
    0.8184,     0.9584,     0.8829, ../../data/cbad-masks/complex/test/gt\UCL_079_142_1.xml, ../../demo/baseline_extraction_output\UCL_079_142_1.xml
    0.9748,     0.9033,     0.9377, ../../data/cbad-masks/complex/test/gt\UCL_084_173_001.xml, ../../demo/baseline_extraction_output\UCL_084_173_001.xml
    0.9741,     0.9700,     0.9720, ../../data/cbad-masks/complex/test/gt\UCL_085_151_001.xml, ../../demo/baseline_extraction_output\UCL_085_151_001.xml
    0.8788,     0.8973,     0.8880, ../../data/cbad-masks/complex/test/gt\UCL_087_104_003.xml, ../../demo/baseline_extraction_output\UCL_087_104_003.xml
    0.6367,     0.8995,     0.7456, ../../data/cbad-masks/complex/test/gt\UCL_088_231_002.xml, ../../demo/baseline_extraction_output\UCL_088_231_002.xml
    0.9031,     0.9210,     0.9120, ../../data/cbad-masks/complex/test/gt\UCL_090_085_001.xml, ../../demo/baseline_extraction_output\UCL_090_085_001.xml
    0.9727,     0.9910,     0.9818, ../../data/cbad-masks/complex/test/gt\UCL_090_187_001.xml, ../../demo/baseline_extraction_output\UCL_090_187_001.xml
    0.9987,     0.9972,     0.9980, ../../data/cbad-masks/complex/test/gt\UCL_090_233_003.xml, ../../demo/baseline_extraction_output\UCL_090_233_003.xml
    0.8942,     0.9183,     0.9061, ../../data/cbad-masks/complex/test/gt\UCL_092_287_001.xml, ../../demo/baseline_extraction_output\UCL_092_287_001.xml
    0.9420,     0.8540,     0.8958, ../../data/cbad-masks/complex/test/gt\UCL_094_142_001.xml, ../../demo/baseline_extraction_output\UCL_094_142_001.xml
    0.8375,     0.8052,     0.8210, ../../data/cbad-masks/complex/test/gt\UCL_095_053_001.xml, ../../demo/baseline_extraction_output\UCL_095_053_001.xml
    0.3800,     0.9855,     0.5485, ../../data/cbad-masks/complex/test/gt\UCL_096_036_003.xml, ../../demo/baseline_extraction_output\UCL_096_036_003.xml
    0.7705,     0.8962,     0.8286, ../../data/cbad-masks/complex/test/gt\UCL_097_093_001.xml, ../../demo/baseline_extraction_output\UCL_097_093_001.xml
    0.8363,     0.9872,     0.9055, ../../data/cbad-masks/complex/test/gt\UCL_098_050_003.xml, ../../demo/baseline_extraction_output\UCL_098_050_003.xml
    0.9170,     0.9599,     0.9379, ../../data/cbad-masks/complex/test/gt\UCL_098_133_001.xml, ../../demo/baseline_extraction_output\UCL_098_133_001.xml
    0.7079,     0.8025,     0.7523, ../../data/cbad-masks/complex/test/gt\UCL_099_018_003.xml, ../../demo/baseline_extraction_output\UCL_099_018_003.xml
    0.7235,     0.8707,     0.7903, ../../data/cbad-masks/complex/test/gt\UCL_099_152_003.xml, ../../demo/baseline_extraction_output\UCL_099_152_003.xml
    0.9039,     0.8966,     0.9002, ../../data/cbad-masks/complex/test/gt\UCL_100_099_001.xml, ../../demo/baseline_extraction_output\UCL_100_099_001.xml
    0.7782,     0.8748,     0.8237, ../../data/cbad-masks/complex/test/gt\UCL_100_207_004.xml, ../../demo/baseline_extraction_output\UCL_100_207_004.xml
    0.8477,     0.8335,     0.8405, ../../data/cbad-masks/complex/test/gt\UCL_101_131_001.xml, ../../demo/baseline_extraction_output\UCL_101_131_001.xml
    0.9996,     0.9844,     0.9919, ../../data/cbad-masks/complex/test/gt\UCL_101_500_001.xml, ../../demo/baseline_extraction_output\UCL_101_500_001.xml
    0.9408,     0.8251,     0.8792, ../../data/cbad-masks/complex/test/gt\UCL_102_036_001.xml, ../../demo/baseline_extraction_output\UCL_102_036_001.xml
    0.9601,     0.8879,     0.9226, ../../data/cbad-masks/complex/test/gt\UCL_103_287_001.xml, ../../demo/baseline_extraction_output\UCL_103_287_001.xml
    0.9319,     0.8245,     0.8749, ../../data/cbad-masks/complex/test/gt\UCL_103_471_001.xml, ../../demo/baseline_extraction_output\UCL_103_471_001.xml
    0.3333,     0.4337,     0.3770, ../../data/cbad-masks/complex/test/gt\UCL_105_117_001.xml, ../../demo/baseline_extraction_output\UCL_105_117_001.xml
    0.6272,     0.9899,     0.7679, ../../data/cbad-masks/complex/test/gt\UCL_106_064_002.xml, ../../demo/baseline_extraction_output\UCL_106_064_002.xml
    0.6979,     0.8274,     0.7572, ../../data/cbad-masks/complex/test/gt\UCL_107_096_001.xml, ../../demo/baseline_extraction_output\UCL_107_096_001.xml
    0.7962,     0.9240,     0.8553, ../../data/cbad-masks/complex/test/gt\UCL_107_226_001.xml, ../../demo/baseline_extraction_output\UCL_107_226_001.xml
    0.9214,     0.9192,     0.9203, ../../data/cbad-masks/complex/test/gt\UCL_107_348_001.xml, ../../demo/baseline_extraction_output\UCL_107_348_001.xml
    0.8553,     0.9082,     0.8809, ../../data/cbad-masks/complex/test/gt\UCL_41_038_001.xml, ../../demo/baseline_extraction_output\UCL_41_038_001.xml
    0.0000,     1.0000,     0.0000, ../../data/cbad-masks/complex/test/gt\UCL_41_199_001.xml, ../../demo/baseline_extraction_output\UCL_41_199_001.xml
    0.8646,     0.8070,     0.8348, ../../data/cbad-masks/complex/test/gt\UCL_41_375_002.xml, ../../demo/baseline_extraction_output\UCL_41_375_002.xml
    0.9017,     0.5823,     0.7076, ../../data/cbad-masks/complex/test/gt\UCL_4388.xml, ../../demo/baseline_extraction_output\UCL_4388.xml
    0.9044,     0.9958,     0.9479, ../../data/cbad-masks/complex/test/gt\UCL_add_ms_33542_f043r.xml, ../../demo/baseline_extraction_output\UCL_add_ms_33542_f043r.xml
    0.3333,     1.0000,     0.5000, ../../data/cbad-masks/complex/test/gt\UCL_add_ms_33542_f413r.xml, ../../demo/baseline_extraction_output\UCL_add_ms_33542_f413r.xml
    1.0000,     0.9799,     0.9899, ../../data/cbad-masks/complex/test/gt\UCL_add_ms_33542_f599r.xml, ../../demo/baseline_extraction_output\UCL_add_ms_33542_f599r.xml
    0.5000,     1.0000,     0.6667, ../../data/cbad-masks/complex/test/gt\UCL_add_ms_33542_f691r.xml, ../../demo/baseline_extraction_output\UCL_add_ms_33542_f691r.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\UCL_add_ms_33543_f436r.xml, ../../demo/baseline_extraction_output\UCL_add_ms_33543_f436r.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_1023980.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_1023980.xml
    1.0000,     0.0000,     0.0000, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_1030156.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_1030156.xml
    0.5885,     0.7569,     0.6622, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_108944.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_108944.xml
    0.8017,     0.9031,     0.8493, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_1090347.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_1090347.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_1175844.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_1175844.xml
    0.0943,     0.7402,     0.1672, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_12062.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_12062.xml
    0.8343,     0.9970,     0.9084, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_1264566.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_1264566.xml
    0.6606,     0.9245,     0.7706, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_1266308.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_1266308.xml
    0.6667,     1.0000,     0.8000, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_130426.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_130426.xml
    0.8274,     0.8989,     0.8617, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_1333202.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_1333202.xml
    0.0000,     1.0000,     0.0000, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_1425361.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_1425361.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_1443569.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_1443569.xml
    0.5000,     0.9870,     0.6637, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_154127.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_154127.xml
    1.0000,     0.7500,     0.8571, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_155145.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_155145.xml
    0.1818,     1.0000,     0.3077, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_164537.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_164537.xml
    0.4849,     0.9447,     0.6408, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_167621.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_167621.xml
    0.7326,     0.9700,     0.8347, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_168989.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_168989.xml
    0.0000,     1.0000,     0.0000, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_169641.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_169641.xml
    0.1500,     1.0000,     0.2609, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_182487.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_182487.xml
    0.6243,     1.0000,     0.7687, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_183220.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_183220.xml
    0.0639,     0.9771,     0.1200, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_197375.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_197375.xml
    0.1991,     0.9636,     0.3300, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_219285.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_219285.xml
    0.7500,     1.0000,     0.8571, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_228438.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_228438.xml
    0.2000,     1.0000,     0.3333, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_229434.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_229434.xml
    0.6277,     0.7340,     0.6767, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_273433.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_273433.xml
    0.5000,     1.0000,     0.6667, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_274937.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_274937.xml
    0.9159,     0.9112,     0.9135, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_309366.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_309366.xml
    0.7990,     0.9784,     0.8797, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_311717.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_311717.xml
    0.0000,     1.0000,     0.0000, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_312995.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_312995.xml
    0.9295,     0.9398,     0.9346, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_317708.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_317708.xml
    0.7500,     0.9547,     0.8401, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_34355.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_34355.xml
    0.9168,     0.8205,     0.8660, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_44353.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_44353.xml
    0.5652,     0.7120,     0.6302, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_577510.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_577510.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_613474.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_613474.xml
